# IPBES Caribbean
# Antigua and Barb.
# from http://www.rjruss.info/2010/12/free-countries-of-world-in-polygon-kml.html
-60.89521807 13.82199901


# St. Vin. and Gren.
# from http://www.rjruss.info/2010/12/free-countries-of-world-in-polygon-kml.html
-61.33439022 12.69522024
-61.34454464 12.69470348
-61.35353634 12.69813996
-61.35110755 12.70118887
-61.33973874 12.70359182
-61.33441606 12.71020641
-61.33632809 12.71901724
-61.335863 12.72878408
-61.32681963 12.73480439
-61.31986915 12.73542451
-61.31682024 12.73167796
-61.3148307 12.72253124
-61.32012753 12.71552908
-61.32594113 12.70984467
-61.32883501 12.70111136
-61.33439022 12.69522024

-61.22620561 12.99460765
-61.24222531 12.98367809
-61.23473223 12.98367809
-61.24222531 12.97626252
-61.24726376 12.98362641
-61.25522193 12.98817394
-61.26535051 12.99018932
-61.27695187 12.98987926
-61.27695187 12.9973465
-61.26204322 12.99277314
-61.23933143 12.99724315
-61.23927975 13.00535635
-61.24594601 13.01266857
-61.24902076 13.01783621
-61.24064918 13.02571686
-61.21284726 13.04323518
-61.20119422 13.05256277
-61.19979896 13.04871288
-61.19930803 13.04512136
-61.19796444 13.04171072
-61.19375281 13.03830008
-61.20804135 13.02468334
-61.22620561 12.99460765

-61.17450334 13.15811188
-61.20390723 13.1422989
-61.27728777 13.20958161
-61.2684511 13.28771638
-61.22406104 13.33065949
-61.18209978 13.35598094
-61.1389758 13.35871979
-61.12401547 13.2940209
-61.13453162 13.20286367
-61.17450334 13.15811188


# Trinidad and Tobago
# from http://www.rjruss.info/2010/12/free-countries-of-world-in-polygon-kml.html
-61.01208432 10.13431712
-61.1742708 10.07804149
-61.5966998 10.06465729
-61.77165036 10.08506948
-61.90611243 10.06915314
-61.6614762 10.19167796
-61.63269243 10.24340607
-61.52884864 10.25312124
-61.49928972 10.2685725
-61.46476986 10.53894359
-61.47828325 10.6033841
-61.49882463 10.63888581
-61.54094092 10.66446564
-61.63530209 10.69934724
-61.65116675 10.7180541
-61.59184221 10.74792308
-61.46487322 10.76445954
-61.37004696 10.79680899
-61.1737282 10.80332022
-61.07848853 10.83194896
-60.9176198 10.84021719
-60.99673642 10.71614208
-61.03373674 10.66989167
-61.01931902 10.55811555
-61.03748328 10.48225454
-61.01642514 10.38639476
-60.96846941 10.32340119
-60.9996303 10.26149282
-61.00407447 10.16780345
-61.01208432 10.13431712

