# IPBES Caribbean
# Antigua and Barb.
# from http://www.rjruss.info/2010/12/free-countries-of-world-in-polygon-kml.html
-60.75628598 11.17849112
-60.81064958 11.16862092
-60.80429338 11.20841177
-60.70895036 11.27724478
-60.56280941 11.32354686
-60.52549903 11.32540721
-60.54647966 11.26370555
-60.75628598 11.17849112


# British Virgin Is.
# from http://www.rjruss.info/2010/12/free-countries-of-world-in-polygon-kml.html
-64.59367449 18.40285635
-64.67180925 18.39913565
-64.69508948 18.41166718
-64.65098365 18.44254385
-64.56912818 18.44626455
-64.54515032 18.43812552
-64.59367449 18.40285635

-64.39523699 18.46458385
-64.42112688 18.45742666
-64.43802507 18.45900279
-64.44373532 18.47339468
-64.42608782 18.51308218
-64.32467282 18.51750052
-64.39523699 18.46458385

-64.2878792 18.74056184
-64.27359066 18.70712718
-64.28234982 18.70769562
-64.33942644 18.73069164
-64.38340308 18.73260366
-64.40148983 18.73859813
-64.41141171 18.7511555
-64.32309669 18.7527058
-64.2878792 18.74056184


# Cayman Is.
# from http://www.rjruss.info/2010/12/free-countries-of-world-in-polygon-kml.html
-81.36954973 19.3488968
-81.33725196 19.32951813
-81.29650509 19.34137788
-81.28480038 19.36253937
-81.13049455 19.34675222
-81.10713681 19.30517853
-81.22459734 19.30409333
-81.2773073 19.27737661
-81.30371396 19.27189891
-81.40476722 19.27843598
-81.41908159 19.37476085
-81.39102129 19.38491527
-81.36954973 19.3488968

-79.97898861 19.70820303
-79.98875546 19.70251862
-80.02076901 19.70685944
-80.09420122 19.66590587
-80.12587887 19.66838634
-80.11611203 19.68267487
-80.10091916 19.69611074
-80.08363339 19.7060843
-80.06756202 19.70993419
-80.01622148 19.7182541
-79.99183021 19.71928762
-79.97508704 19.70993419
-79.97898861 19.70820303

-79.82339088 19.71189789
-79.87005469 19.69667919
-79.90620236 19.70251862
-79.82419186 19.74409231
-79.80313371 19.75812246
-79.78517615 19.76564138
-79.76634009 19.76574474
-79.74231055 19.75714061
-79.74231055 19.75088776
-79.82339088 19.71189789


# Curacao
# from http://www.rjruss.info/2010/12/free-countries-of-world-in-polygon-kml.html
-68.75109514 12.05978099
-68.80331418 12.04546662
-68.99513709 12.14184317
-69.15383542 12.29842276
-69.15887387 12.38027823
-69.11843706 12.37325023
-69.07678585 12.34203767
-69.01314633 12.23134675
-68.82739539 12.15853465
-68.75109514 12.05978099


# France
# from http://www.rjruss.info/2010/12/free-countries-of-world-in-polygon-kml.html
# Martinique
-60.8262817 14.49446442
-60.83659115 14.43741364
-60.86211931 14.42625153
-60.89942969 14.47379385
-61.06370907 14.46707591
-61.0888755 14.50955394
-61.09032244 14.52970775
-61.01133501 14.60189973
-61.10430091 14.62122671
-61.14112037 14.6523876
-61.21972022 14.80441966
-61.21331234 14.84860301
-61.18080787 14.87190908
-61.12737444 14.87526805
-61.02709632 14.82617544
-60.95255307 14.75625723
-60.9271541 14.75517202
-60.91865333 14.73532827
-60.93369117 14.68618399
-60.88914608 14.64450694
-60.86997413 14.61373363
-60.8262817 14.49446442


# France
# from http://www.rjruss.info/2010/12/free-countries-of-world-in-polygon-kml.html
# Guadeloupe
-61.23049476 15.8899348
-61.28622779 15.88605907
-61.31072242 15.89468903
-61.31839637 15.95489208
-61.27529822 15.99625906
-61.24997677 16.00631013
-61.21235633 15.95990469
-61.20339047 15.92125072
-61.23049476 15.8899348

-61.58956845 16.00693024
-61.6704679 15.9620751
-61.71023292 15.97592438
-61.75942888 16.062069
-61.79410377 16.30096914
-61.76715451 16.34047578
-61.74806007 16.35528107
-61.6415291 16.32598054
-61.59700985 16.29218415
-61.55236142 16.27089346
-61.57504737 16.2271752
-61.56388526 16.04775462
-61.58956845 16.00693024

-61.32715552 16.23040497
-61.44479692 16.21929454
-61.52215654 16.2280537
-61.53998491 16.29962556
-61.50055579 16.36019033
-61.52892615 16.43377757
-61.51065854 16.47770254
-61.47117774 16.50664134
-61.40642717 16.46829743
-61.39614356 16.41341706
-61.35547421 16.36318757
-61.17259132 16.256114
-61.32715552 16.23040497


# Netherlands: Bonaire
# from http://www.rjruss.info/2010/12/free-countries-of-world-in-polygon-kml.html
-68.20580543 12.14458202
-68.2543296 12.03208242
-68.28223487 12.08226024
-68.28724748 12.17171214
-68.30714291 12.20674877
-68.34843238 12.22809113
-68.37106666 12.2575467
-68.36925798 12.30193675
-68.21947384 12.23124339
-68.20580543 12.14458202

# Netherlands: Saba and St Eustatius
# from http://www.rjruss.info/2010/12/free-countries-of-world-in-polygon-kml.html
-62.93752235 17.49565074
-62.96170692 17.47503185
-62.98310096 17.4768922
-62.99715695 17.4968393
-62.99958574 17.53037731
-62.97932858 17.5211789
-62.97178382 17.51606293
-62.96542762 17.50929332
-62.93752235 17.49565074

-63.23267229 17.6231365
-63.24158647 17.61959667
-63.25450558 17.62866588
-63.2521543 17.64527985
-63.24163815 17.65181692
-63.23347327 17.64721772
-63.22691037 17.63411774
-63.23267229 17.6231365

# Puerto Rico
# from http://www.rjruss.info/2010/12/free-countries-of-world-in-polygon-kml.html
-67.8724666 18.05987987
-67.88182003 18.05894969
-67.89117347 18.05993155
-67.89546261 18.06279959
-67.90192217 18.0718688
-67.93039588 18.08690664
-67.93706214 18.10065257
-67.93060259 18.11514781
-67.91897539 18.12090974
-67.86109779 18.12253754
-67.855155 18.12114228
-67.84368283 18.11103954
-67.84337277 18.10395987
-67.84905718 18.09703522
-67.85918576 18.07956859
-67.86342322 18.07517609
-67.86678219 18.07065441
-67.86812578 18.06279959
-67.8724666 18.05987987

-65.42561337 18.10561351
-65.50403236 18.09951569
-65.55506283 18.10765473
-65.57221941 18.137317
-65.47713477 18.16504141
-65.36618547 18.16108816
-65.30267514 18.14437084
-65.294872 18.13333792
-65.42561337 18.10561351

-66.1293947 18.44489513
-66.09849219 18.42518057
-66.06841651 18.42802277
-66.09270443 18.46900218
-66.07043189 18.46900218
-65.878764 18.4438616
-65.75559323 18.40161612
-65.62883094 18.38141063
-65.62084693 18.24234935
-65.71841203 18.186668
-65.78223243 18.12860952
-65.8341414 18.05732189
-65.97077389 17.97438121
-66.13549252 17.94947317
-66.24502072 17.94725108
-66.28589678 17.9499641
-66.32579098 17.96417512
-66.40855079 17.95058421
-66.51079261 17.9870161
-66.59843584 17.97786937
-66.77240455 17.98655101
-66.83759437 17.95505423
-66.9000195 17.94789704
-66.96120439 17.95376232
-67.01332008 17.96789582
-67.1424078 17.96670726
-67.19684892 17.99417329
-67.17434384 18.15253571
-67.17245765 18.22423676
-67.20416114 18.28338044
-67.23893938 18.32063915
-67.26405412 18.36461579
-67.21335954 18.39360627
-67.17176002 18.43580008
-67.1586342 18.49920706
-67.11302975 18.51481334
-67.05962216 18.52215139
-66.81286719 18.49251496
-66.18856422 18.4757718
-66.15306251 18.47065583
-66.1293947 18.44489513


# Sint Maarten
# from http://www.rjruss.info/2010/12/free-countries-of-world-in-polygon-kml.html
-63.1230194 18.0689425
-63.01116802 18.0689425
-63.01232398 18.04541047
-63.02307268 18.01918468
-63.09045875 18.04143138
-63.12472022 18.06432404
-63.1230194 18.0689425


# U.S. Virgin Is.
# from http://www.rjruss.info/2010/12/free-countries-of-world-in-polygon-kml.html
-64.76565365 17.79431468
-64.68186032 17.75020885
-64.58044532 17.75020885
-64.68627865 17.70610301
-64.88910865 17.70171052
-64.88471615 17.77224885
-64.76565365 17.79431468

-64.65982032 18.35433218
-64.72596615 18.32787385
-64.77061459 18.33159455
-64.78769365 18.34110301
-64.75242449 18.37197968
-64.65982032 18.35433218

-64.84502865 18.33009593
-64.91998532 18.3212851
-65.0236224 18.36758719
-64.94202532 18.38520885
-64.88910865 18.37420177
-64.84502865 18.33009593


# Montserrat
# from http://www.rjruss.info/2010/12/free-countries-of-world-in-polygon-kml.html
-62.14844906 16.74032217
-62.15426266 16.68120433
-62.22162289 16.69949779
-62.22306983 16.75158763
-62.1913405 16.80440095
-62.1757859 16.80956859
-62.14844906 16.74032217


# St. Barthelemy
# from http://www.rjruss.info/2010/12/free-countries-of-world-in-polygon-kml.html
-62.83192156 17.87648021
-62.84690772 17.8751883
-62.85894833 17.88366323
-62.86938697 17.89859772
-62.87543311 17.91358389
-62.87424455 17.92226553
-62.86545956 17.91828644
-62.79972714 17.90867463
-62.80701352 17.89766755
-62.81817563 17.88547191
-62.83192156 17.87648021


# St. Martin
# from http://www.rjruss.info/2010/12/free-countries-of-world-in-polygon-kml.html
-63.01116802 18.0689425
-63.1230194 18.0689425
-63.11500505 18.09070486
-63.06307024 18.11535452
-63.024778 18.11310659
-63.0094301 18.1043216
-63.01116802 18.0689425


# Turks and Caicos Is.
# from http://www.rjruss.info/2010/12/free-countries-of-world-in-polygon-kml.html
-72.3328145 21.85137971
-72.21863542 21.79629263
-72.14982825 21.80448334
-72.14432471 21.79272696
-72.18155758 21.78004039
-72.19067847 21.76978262
-72.3009043 21.7552357
-72.33545 21.75800039
-72.34237464 21.79531078
-72.3328145 21.85137971

-71.66140845 21.76523509
-71.66538754 21.75169587
-71.72176653 21.79024649
-71.83041623 21.79060822
-71.84765032 21.84347321
-71.8061283 21.85210318
-71.6683331 21.83344798
-71.63691383 21.78755931
-71.66140845 21.76523509

-71.87994809 21.8404243
-71.8974664 21.82985647
-71.95549903 21.86440217
-71.9637931 21.89202322
-71.98451535 21.89341848
-72.01906104 21.91827485
-72.01063778 21.95044343
-71.93157284 21.95189037
-71.89961097 21.86249014
-71.87994809 21.8404243


