# IPBES East_Africa_and_adjacent_islands
# Comoros
# from http://www.rjruss.info/2010/12/free-countries-of-world-in-polygon-kml.html
34.07712446 9.42097565
34.07809833 9.46151581
34.07934655 9.51347647
34.12032596 9.72969066
34.15908329 9.85340404
34.18523156 9.91856802
34.29147831 10.12475698
34.3112187 10.19085114
34.31483605 10.25157095
34.27566532 10.52814322
34.34398156 10.65862621
34.43141808 10.78784313
34.50800256 10.84287853
34.57182295 10.88018891
34.60174361 10.86455679
34.67496911 10.80494802
34.7712423 10.74616608
34.8162008 10.75916271
34.88229496 10.81055492
34.93138757 10.86478933
34.92492801 10.96212189
34.96916304 11.16177379
34.9606881 11.27677969
35.00792036 11.41987173
35.05964847 11.62104808
35.08274784 11.74827546
35.11235843 11.81656586
35.25245324 11.95702241
35.37275598 12.1555891
35.44959883 12.30059317
35.59610152 12.5373229
35.67020552 12.62375174
35.73056359 12.66103628
35.82058394 12.68485912
35.98760217 12.70630484
36.10749149 12.72645865
36.12521651 12.75705109
36.13529341 12.80534272
36.13705041 12.91112438
36.1600981 13.09330964
36.21223962 13.27107656
36.27352787 13.40574535
36.30685917 13.46685273
36.34628828 13.52628063
36.39067834 13.62609365
36.447109 13.84202363
36.44395674 13.9884488
36.52431359 14.25685619
36.54240034 14.25822561
36.67913618 14.30757661
36.81194461 14.31501801
36.94072228 14.28057567
37.02454146 14.27199738
37.06350549 14.28925731
37.09947228 14.33395742
37.13264855 14.40607189
37.18520348 14.44599193
37.25724043 14.45374339
37.35372033 14.3724822
37.50725101 14.1563972
37.54678348 14.14386567
37.57117476 14.14905915
37.6484827 14.32253693
37.70842736 14.45723155
37.82025516 14.70848237
37.88423058 14.85229788
37.94345178 14.81054332
38.00256961 14.73711111
38.06995568 14.70272045
38.14204431 14.68148143
38.17708093 14.67879426
38.22147098 14.64964875
38.37691369 14.47040904
38.43143233 14.42860281


# Kenya
# from http://www.rjruss.info/2010/12/free-countries-of-world-in-polygon-kml.html
40.99442834 -2.15842091
40.95732466 -2.16725758
40.97644494 -2.10979339
41.08599898 -2.03651621
41.13064741 -2.05305267
41.1392257 -2.06979583
41.13684859 -2.08509205
41.11814172 -2.10007822
40.99442834 -2.15842091

35.28759321 5.38406444
35.32531701 5.36489248
35.37787194 5.38514964
35.42396732 5.41328746
35.46866743 5.41910106
35.74503299 5.3440152
35.79143843 5.278567
35.7884412 5.20810619
35.80032678 5.15694652
35.77924279 5.10558015
35.75614343 4.95047333
35.76306807 4.80802725
35.84559533 4.702659
35.91985436 4.61984752
35.97871382 4.50383393
36.02196699 4.46812552
36.08196333 4.44972871
36.27182254 4.44471609
36.55299401 4.43724885
36.82362349 4.4301175
36.84827315 4.42732697
36.90558231 4.41146231
37.15455936 4.25454682
37.3825041 4.11083466
37.5754639 3.98593273
37.76289432 3.8646223
37.94495039 3.74674836
38.08618208 3.64882152
38.22529504 3.61900422
38.45153446 3.60484488
38.60806237 3.60009064
38.75275638 3.55900788
38.96783369 3.52058645
39.12828902 3.50089773
39.22549238 3.47878022
39.49446821 3.45609427
39.53885827 3.46919424
39.65750736 3.5778181
39.79036747 3.75424144
39.84219893 3.85144481
40.01412642 3.94797639
40.31602014 4.08272268
40.52872033 4.17765229
40.76524336 4.27302115
40.87267866 4.19033885
41.020835 4.05745291
41.08723921 3.99195303
41.14046594 3.96296255
41.22092614 3.94355805
41.31895633 3.94309296
41.37249312 3.94616771
41.4819438 3.96327261
41.73774214 3.97903392
41.88403812 3.97774201
41.76094486 3.80162873
41.61346032 3.59047883
41.34174564 3.20166535
41.13498823 2.99707836
40.97877038 2.84241079
40.96440433 2.81466055
40.96507612 2.64231965
40.96672977 2.22095002
40.97003706 1.37815908
40.973241 0.53541983
40.97654829 -0.30731943
40.97820194 -0.72874074
40.97877038 -0.87028248
41.11581628 -1.04742929
41.24981327 -1.22054534
41.42696008 -1.44947194
41.52188968 -1.57225514
41.53759932 -1.61318288
41.53274173 -1.6953484
41.38696252 -1.86701751
41.26748661 -1.94504892
41.10687626 -1.98235931
41.05871382 -1.97522796
40.99556522 -1.95062998
40.97076053 -1.99181609
40.95215702 -2.05594655
40.91660363 -2.042459
40.88973189 -2.02349375
40.90585493 -2.13749196
40.92239139 -2.19371592
40.89820682 -2.26993865
40.82017541 -2.33634287
40.81314741 -2.39236012
40.64416548 -2.53943125
40.40449019 -2.55565765
40.27850305 -2.62862477
40.22248579 -2.68836273
40.17980106 -2.81900075
40.19478723 -3.01919524
40.12812463 -3.17329437
40.11541223 -3.25060231
39.99169885 -3.35069956
39.93681848 -3.4424769
39.89630415 -3.53585622
39.86095747 -3.57678395
39.81909956 -3.7860735
39.76142866 -3.91304249
39.74582238 -3.95521046
39.73166304 -3.99324432
39.68691125 -4.06791676
39.65797245 -4.11917978
39.63709517 -4.15287282
39.49095422 -4.47843434
39.37695601 -4.62550547
39.28755578 -4.6085556
39.22812788 -4.66550302
39.22177168 -4.69237477
39.1901457 -4.67728525
39.11542158 -4.62349009
38.9618909 -4.5129542
38.8084119 -4.40246998
38.65488122 -4.2919341
38.50135054 -4.18139821
38.34781986 -4.07086232
38.19428918 -3.96032643
38.04081017 -3.84979054
37.88727949 -3.73925465
37.79720747 -3.67445241
37.7574683 -3.63610849
37.72615238 -3.5597824
37.71101118 -3.54081715
37.67013513 -3.51678761
37.62202437 -3.51151662
37.60817508 -3.49704721
37.60869185 -3.46025359
37.62533166 -3.40723358
37.68186568 -3.30574106
37.68796349 -3.24615814
37.67685306 -3.17846201
37.65917972 -3.07004485
37.6438835 -3.04544687
37.5421326 -2.9886028
37.32896732 -2.86959197
37.11580204 -2.75058115
36.90263675 -2.631622
36.68947147 -2.51261118
36.47630619 -2.39360036
36.2631409 -2.27464121
36.0500273 -2.15563038
35.83686201 -2.03661956
35.62369673 -1.91760874
35.41058312 -1.79859791
35.19741784 -1.67958709
34.98425256 -1.56057627
34.77108727 -1.44156544
34.55792199 -1.32255462
34.34475671 -1.20359547
34.13159142 -1.08458465
34.05154463 -1.03988454
33.97940433 -1.00205739
33.90323327 -1.00205739
33.89997765 -0.83162851
33.92436893 -0.39785654
33.92152673 -0.01700123
33.94312748 0.17378815
34.03723026 0.29455598
34.08053511 0.38245759
34.11174767 0.50513744
34.16099531 0.60518301
34.27256473 0.68641836
34.29261519 0.73127351
34.41085086 0.86728587
34.48175093 1.04215892
34.53523604 1.10153514
34.60200199 1.15646719
34.64913089 1.18530264
34.72669722 1.21424144
34.78757206 1.23072622
34.79863081 1.24452383
34.80379846 1.27284252
34.78354129 1.38113048
34.80953454 1.41668386
34.85092736 1.48900503
34.89836633 1.55649445
34.94125777 1.5992567
34.96523563 1.64336253
34.97644942 1.71963695
34.97820641 1.77363882
34.97753462 1.86190217
34.96404707 2.06240672
34.91397261 2.2302001
34.88301843 2.41794058
34.90575606 2.47969392
34.86622359 2.5896872
34.84663822 2.59573334
34.81449548 2.61981456
34.77341271 2.72342581
34.74245853 2.81812287
34.72328657 2.84194571
34.58913456 2.92475719
34.52257531 3.11999075
34.44785119 3.16347647
34.40723351 3.35752147
34.39943037 3.4127119
34.44185672 3.60624014
34.43767093 3.65057852
34.39286747 3.69150625
34.26708703 3.73315746
34.16507775 3.81299754
34.17820357 3.84087698
34.18574833 3.86976411
34.13200484 3.88916861
33.97609704 4.22020783
34.17685998 4.41911042
34.38020674 4.62067434
34.63982914 4.87546499
34.87836755 5.10958507
35.08445316 5.31187246
35.26831791 5.49230073
35.26382206 5.4579359
35.26464888 5.41204723
35.28759321 5.38406444


# Madagascar
# from http://www.rjruss.info/2010/12/free-countries-of-world-in-polygon-kml.html
49.93641483 -16.9028956
49.82396691 -17.08655364
49.85569624 -16.93317799
49.98592085 -16.71241627
50.02302453 -16.69536305
49.93641483 -16.9028956

48.34219689 -13.36383514
48.34354048 -13.40037038
48.21197228 -13.38528086
48.19119836 -13.25991383
48.25569055 -13.25608978
48.26974654 -13.20462005
48.30891727 -13.19821217
48.35108524 -13.30952321
48.34219689 -13.36383514

49.53829959 -12.43216074
49.58418827 -12.53675384
49.6378284 -12.63705779
49.80494999 -12.87973032
49.87647017 -12.97300628
49.93744836 -13.07222503
49.96721398 -13.27019744
50.07346073 -13.5779306
50.17381636 -14.04027964
50.20461551 -14.5144109
50.23531131 -14.73202036
50.31344608 -14.93681406
50.44129357 -15.14930755
50.48273807 -15.38567555
50.40460331 -15.62912322
50.29153527 -15.85851491
50.26228641 -15.9015097
50.20895633 -15.96042083
50.18497847 -15.95783701
50.09444136 -15.89866749
50.02044071 -15.80172251
49.92659631 -15.57357106
49.89259321 -15.4577125
49.85331913 -15.43941904
49.74376509 -15.44954762
49.66439009 -15.52158457
49.64992069 -15.56695648
49.66697391 -15.69573414
49.69704959 -15.811386
49.71048547 -15.92894988
49.71275923 -16.07674448
49.74231815 -16.12149627
49.78593306 -16.15911671
49.83099491 -16.25590667
49.83905643 -16.48648691
49.81135786 -16.60306894
49.73394657 -16.70306284
49.73859745 -16.75835662
49.76722619 -16.81514902
49.73973433 -16.84946217
49.63689823 -16.89287038
49.59524702 -16.93111094
49.53953983 -17.03291351
49.44931278 -17.24065276
49.43711714 -17.34664113
49.49365116 -17.66951548
49.47783817 -17.89849375
49.36290978 -18.33634816
49.2968673 -18.54403574
49.20333296 -18.79228932
49.06008589 -19.11960784
48.91807905 -19.53043548
48.79746626 -19.95325205
48.70827274 -20.20734507
48.60698693 -20.45751067
48.46849409 -20.89996429
48.35077518 -21.34898081
48.17590213 -21.84305918
47.93446984 -22.39392995
47.90842492 -22.46586354
47.85829878 -22.74729339
47.80414188 -22.99146453
47.73944299 -23.23336191
47.60405073 -23.63307912
47.58865116 -23.75637908
47.55795536 -23.87461476
47.42762739 -24.12524546
47.37254032 -24.21846974
47.33357629 -24.31758514
47.31166548 -24.44315887
47.27290816 -24.56439178
47.17730676 -24.78722055
47.03498986 -24.97904347
46.93814823 -25.04875498
46.72854862 -25.14988576
46.62230187 -25.1704013
46.3867607 -25.17277842
46.15866092 -25.23039764
45.92084598 -25.34134694
45.69222945 -25.46841928
45.60458622 -25.52872568
45.50795129 -25.56319386
45.20574751 -25.57053191
45.1152104 -25.54309173
44.81290327 -25.33421559
44.69580448 -25.29974741
44.47380252 -25.27111867
44.40672652 -25.2532903
44.34585168 -25.22610849
44.25614139 -25.11686452
44.07806441 -25.02462208
44.03537967 -24.99573496
44.00830122 -24.93206959
43.98990441 -24.86344329
43.94370568 -24.78675547
43.90959924 -24.64061452
43.85151493 -24.53839853
43.68749393 -24.35794443
43.6700273 -24.30032521
43.65679813 -24.10881235
43.66206913 -23.97920786
43.64604943 -23.74185801
43.6647563 -23.63023691
43.72232385 -23.52967457
43.69875939 -23.42094736
43.6375745 -23.30653574
43.61463016 -23.18819671
43.56956831 -23.08045135
43.39779585 -22.88635467
43.35748823 -22.79085662
43.32958296 -22.69189625
43.26488407 -22.38364634
43.2571326 -22.27631439
43.26664107 -22.04929982
43.29051558 -21.93251108
43.33227014 -21.85122405
43.34270877 -21.79045257
43.36978723 -21.73825937
43.41050825 -21.69645314
43.43779341 -21.64663706
43.50187219 -21.35647389
43.58310754 -21.2919817
43.70361698 -21.25498138
43.80014855 -21.17922373
43.85564904 -21.07685272
43.91114953 -20.86585784
44.06307824 -20.65620656
44.11723514 -20.54608408
44.23970829 -20.37973764
44.34812544 -20.14554005
44.38109501 -20.03510752
44.40465946 -19.92203948
44.43225467 -19.67425099
44.45292525 -19.55084767
44.44879113 -19.42868458
44.38657271 -19.30311085
44.23877811 -19.07521779
44.23402388 -19.03263641
44.24570275 -18.86318939
44.2330937 -18.74066456
44.1787301 -18.61850148
44.10876021 -18.50352142
44.04003055 -18.28844411
44.00664758 -17.93296193
44.01367557 -17.80449432
43.99352176 -17.6902894
43.94360233 -17.58140716
43.97936242 -17.3916513
44.42140262 -16.70264943
44.43576867 -16.62151743
44.41799198 -16.4112977
44.42708703 -16.28908294
44.44248661 -16.24371103
44.47617964 -16.2172527
44.55183394 -16.20448862
44.90922814 -16.17451629
44.95511681 -16.15327728
45.04420698 -16.09514129
45.16678348 -15.9828484
45.22290409 -15.95044728
45.27127323 -15.96233286
45.30238244 -16.01044362
45.34217329 -16.03669525
45.48635054 -15.98584564
45.54174767 -15.98424367
45.59828169 -15.99256357
45.62474002 -15.9457964
45.64055301 -15.88311289
45.66153364 -15.83882619
45.70018762 -15.81376312
45.88591271 -15.80006886
46.00425174 -15.78213714
46.15752404 -15.73831552
46.19049361 -15.74684214
46.31410363 -15.90461028
46.35151737 -15.91820119
46.39957645 -15.92460906
46.44164107 -15.89592864
46.34128543 -15.8133497
46.32619592 -15.76673756
46.33146691 -15.71371754
46.3852104 -15.60013275
46.47512739 -15.51352304
46.67470178 -15.3818515
46.88202762 -15.22956105
46.94228234 -15.21907073
46.9932353 -15.24315195
47.03230269 -15.42267588
47.0274451 -15.4522348
47.06051802 -15.45636891
47.09917199 -15.43414804
47.13338179 -15.36174936
47.13513879 -15.301598
47.10733687 -15.24387542
47.09379764 -15.19504119
47.09255741 -15.1500827
47.19766727 -15.04404266
47.28045292 -14.9426535
47.31869348 -14.82178232
47.3519731 -14.76607513
47.43909956 -14.70333994
47.46473107 -14.71326181
47.48509159 -14.76431813
47.49635705 -14.81832
47.47403283 -14.87196014
47.4420968 -14.92498016
47.42917769 -14.99572519
47.47837365 -15.00941945
47.52467573 -14.9922112
47.59257857 -14.86431203
47.66998986 -14.74328582
47.71598189 -14.68034393
47.7740662 -14.63667734
47.87039107 -14.64551401
47.96413211 -14.67254079
47.81147993 -14.54484832
47.77334273 -14.36987192
47.95514042 -14.06730641
47.95689741 -14.00431284
47.98314904 -13.9848825
47.99555139 -13.96043955
47.90139693 -13.85817189
47.88362023 -13.80747731
47.89602258 -13.73063445
47.94098107 -13.66242156
47.98180545 -13.61462086
48.03988976 -13.59627573
48.08588179 -13.62252736
48.1871676 -13.70650156
48.25527713 -13.71931732
48.33775272 -13.63870208
48.40503543 -13.53798471
48.50642459 -13.4687383
48.62135298 -13.42600189
48.79643273 -13.26745859
48.91032759 -12.93585093
48.91942264 -12.83900929
48.89420454 -12.72170379
48.85379357 -12.61013437
48.78630415 -12.47086639
48.80387414 -12.44001556
48.89957889 -12.45846404
48.93172163 -12.43908538
49.03569461 -12.31578541
49.20705366 -12.07962412
49.26348433 -12.08019256
49.31206017 -12.12391082
49.33014693 -12.18866139
49.36394331 -12.23630706
49.47980187 -12.34839324
49.53829959 -12.43216074


# Mauritius
# from http://www.rjruss.info/2010/12/free-countries-of-world-in-polygon-kml.html
57.65129276 -20.48489918
57.52478885 -20.51321787
57.38329878 -20.50370941
57.32831506 -20.45001759
57.31766971 -20.4276417
57.36510868 -20.40645436
57.36211144 -20.33762135
57.38577925 -20.22858408
57.41606164 -20.18383229
57.48644494 -20.14393808
57.51507368 -20.0559848
57.57574182 -19.99717702
57.65656376 -19.98994232
57.73717899 -20.09846282
57.79195601 -20.21256439
57.78069055 -20.32697601
57.72498335 -20.36883392
